depmap_id,cell_line_display_name,lineage_1,lineage_2,lineage_3,lineage_6,lineage_4,GSN,OLIG2,ANXA6,NOTCH3,ERBB2,TP53,CDKN2A,ACTN4,MMP1,CLDN1,STAT3,EGFR,CD44,IDH2,RHOA,PGR,EPCAM,CDC42,NF1,VEGFD,PFN1,MMP2,CFL1,CEACAM5,SMAD4,CLDN7,ANXA2,BRCA1,VIM,VEGFC,ESR1,FSCN1,YAP1,BMI1,MMP9,MYH9,BRCA2,IDH1,LGALS1,CDH1,CD24,BCAR3,ALDH2,FLT4,ECM1,NANOG,PTEN,RAC1,PROM1,LGR5,S100A4,SOX2,EZR,TAGLN,MKI67,POU5F1,MTDH
ACH-000673,LN443,CNS/Brain,Diffuse Glioma,Glioblastoma,,,6.5755358054,0.0220063236,6.9308500325,0.8886018354,4.2653617858,5.7220712859,-0.0024876828,8.3957183991,9.6342560555,0.1153237115,4.5026818127,4.0500506629,10.2071017449,5.1866199461,9.3143189564,-0.0029912554,0.4648640615,8.0836921654,3.8187465573,-0.0509802733,10.8057134805,9.4903416802,11.1969669902,-0.0751362862,5.5070112621,-0.0777902973,11.119379445,4.3038226225,12.6708084493,7.885933873,0.0736345332,7.7474250729,5.6749096157,5.1998459423,-0.0234970528,9.3487433555,2.5614721076,6.0667935901,13.6002997101,-0.1477139769,4.8733386117,5.8895469138,2.4290664361,-0.0259348362,6.7414365387,-0.0346086072,4.219717587,8.1017317691,0.0211900282,0.0286924212,6.0045594047,-0.004872828,6.362491052,6.6951512762,5.2370944278,0.8569037731,6.6141317694
ACH-000676,LN464,CNS/Brain,Diffuse Glioma,Glioblastoma,,,8.8673287898,2.537554779,7.7541609006,0.5312291012,3.6556308432,5.372863067,7.4078166135,7.3826067557,4.33642002,1.952909887,4.8867126514,-0.0636120327,8.7040992495,5.7564175935,8.3936560254,-0.0029912554,-0.1880319764,7.4912535655,3.5796191038,0.3179633574,10.3266736973,2.7909893374,10.153109101,-0.0087965739,4.2365858415,-0.1385337857,9.9884548296,4.5206411454,11.5469928396,0.5727988569,0.267187478,4.0219265172,5.0387579977,4.4197419672,0.3987981165,6.5187026509,3.0196496361,6.4253409613,11.5992043979,-0.160706021,0.3543896468,3.7792845611,4.3422203905,0.0269463328,7.2616982983,-0.0346086072,2.8599081883,7.4120803151,1.5691994592,-0.0261616488,4.3165860638,0.2557488666,5.4327060618,1.0545556247,4.3647674391,0.0091239823,6.8175500221
ACH-000760,LNZ308,CNS/Brain,Diffuse Glioma,Glioblastoma,,,7.0857725928,0.0220063236,6.9866054893,-0.0175013284,4.2747684192,4.9669039649,7.266807337,7.6491640839,0.0136121362,0.1031182836,5.7176864394,4.1617064654,6.2713192602,4.6888414012,8.6597904788,-0.0029912554,-0.0688974818,8.4461390212,3.6788924177,0.3179633574,11.1494337666,1.9927809614,10.502324537,-0.034956324,4.9726545733,0.1427323536,10.6138082285,4.947910962,11.6602437436,2.013349637,0.0858305589,4.7413178267,5.039195813,5.5382086393,-0.0234970528,8.5642592435,2.9466492805,8.177397472,12.1192298352,-0.1220773836,8.3774033726,4.4609743381,5.7922362034,0.0007649863,4.792360993,-0.0346086072,2.7992584527,8.0185223202,0.0211900282,-0.012245121,5.7013645633,4.9841461636,6.049614678,2.8196113371,5.7940404399,0.2554090809,5.5547077626
ACH-002672,MAPACHS77,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,,,6.6980191366,0.0028545322,1.6330376908,1.1227302509,7.6207167356,5.2063473783,7.6748741055,9.1487601424,2.3762023833,6.2794455545,5.896978501,4.7433181061,8.3254929854,4.7112871985,8.3337853918,0.0030895255,9.6008309642,8.6254034901,3.8944303976,0.1410205931,9.5860900249,-0.2226583843,10.5667049803,4.1676876732,0.3499471005,7.9685157946,10.4233487336,4.472757647,1.8836919172,-0.0824870013,0.6022778726,5.4782094993,6.1838139955,5.454339403,0.0336433545,7.7956202054,2.3286626598,7.8511674354,7.1226777932,7.9321530372,10.9096310051,4.5582362385,7.1630684908,0.0364293262,3.4537349241,-0.0083056744,4.3382520883,8.6391352922,6.6436442984,3.2874172702,4.5817639121,0.1080206423,9.7472762891,1.6052531418,4.6882423173,1.4154906952,5.9339205944
ACH-000019,MCF7,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,ER+,,5.3900079765,0.007315726,5.2400978934,5.0207709258,5.2787450692,6.3048217564,1.0865696803,7.0602419242,0.1879689461,1.6890539652,4.2204413747,0.0872337046,5.4127674061,7.5756654558,7.8078283155,2.3022263729,7.9526871651,7.056123422,3.4075245972,0.0162343834,10.3022847966,0.2341719981,10.5245610681,1.8919052331,3.1549231561,7.6875977063,7.8463448053,3.4727627849,1.65863833,0.5427430323,4.9895140788,3.0782730088,3.8465486572,4.920721285,0.4841472505,5.4007239727,2.8550753948,6.3017613953,8.6423227738,7.9117344765,9.2944422674,2.8427755361,0.2681316042,0.3985235324,1.2990743202,0.1399928394,4.5054547747,7.5263931942,0.0351143934,-0.0261616488,2.0510807685,1.3451989315,6.1498134493,1.6956513978,4.9680461707,-0.0177285933,6.2627162187
ACH-000044,MDAMB134VI,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,luminal ER+,,5.2829043383,0.007315726,8.6076847324,3.5348750631,4.3671559602,3.4390040758,4.7330562013,7.1205277703,-0.1394211083,0.1274278485,4.9760511462,-0.0243846387,7.4030720054,5.9003328657,8.2725027522,1.71388676,7.1086445792,8.1746525464,3.9296995343,-0.0681999165,7.9632142349,0.5884921218,8.2082773488,0.3240754789,4.4918948001,5.7961893754,3.5044507169,2.568027328,3.62578893,0.5016582131,6.0795225955,0.4589917571,0.8624656268,7.6527542772,0.4182394068,4.4577823908,1.8308245824,5.3716520565,9.4090177438,3.759688426,10.1414650741,1.9610703948,3.3969512435,-0.0125188352,1.3934226034,0.4199940186,4.8582028308,7.087311666,0.0351143934,0.0015342959,0.8604504542,0.1619800593,7.162989391,3.5316639994,3.6428676817,0.2892836496,5.8349538776
ACH-000621,MDAMB157,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,Basal B TNBC,,4.0494288855,0.2391149424,7.8021571485,5.9520835679,4.3589595925,3.4639770009,7.5640818523,7.4899109017,0.1761734898,0.6060819713,5.1305480813,3.3561610374,7.0110679424,5.9212091757,8.9296729551,0.1505837842,1.1926205996,8.1225582008,4.2200029126,0.1585523355,10.7388720761,6.2899158723,9.5842861266,0.0421001581,4.4118663067,0.1116985125,11.0872206136,4.5118838902,11.6889127024,3.7981739635,0.0858305589,5.419255486,5.1567804283,4.8136239739,0.1043544574,3.9853198527,2.3396361474,5.4741667067,13.0865748772,0.5700283246,6.7192398648,3.6298118386,3.5156904352,2.3278081352,1.6911789825,0.0241671899,4.3788956425,7.8021696766,0.2290223361,3.5427652344,6.6557628931,0.0873825204,5.6043956359,5.1790895337,4.5399813628,2.0333143116,6.7677084452
ACH-000759,MDAMB175VII,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,"ER+, PR+, HER2+",,5.6913181209,0.007315726,5.5853160296,5.7153445339,7.1638647782,3.8736865157,2.871748519,7.9053248321,-0.0265800682,1.2818012673,5.5581846769,1.934355487,2.1743026868,7.5687928873,9.0971062893,0.0104927311,6.0977024703,7.0919986715,2.8213490577,-0.0509802733,8.9102129254,0.5041887576,9.6938051104,8.8745254383,2.9174945536,7.1008650768,8.5157605523,3.5524186932,2.2062934865,1.7037971033,3.1765206778,0.8367605086,3.5286553738,4.5018106696,0.1404488022,7.7248865634,1.9324384327,7.5879824065,10.4701150932,7.8657281152,8.4922115965,5.2317709161,3.420804029,1.5211044215,4.7178010007,0.3095811055,4.634174391,7.6762772279,2.9066155709,-0.012245121,10.6895481874,2.9995821653,8.7623467866,1.6674189335,4.719987833,0.2208007102,5.6624186718
ACH-000768,MDAMB231,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,Basal B TNBC,,6.8887189951,0.007315726,6.5922336043,0.1207575714,4.4828850576,5.4507202691,0.9132788149,8.8968632061,4.6337363985,0.7466733465,5.2065094618,5.5094290015,9.4615496756,4.0062711237,9.0362956998,-0.0029912554,3.8618586407,8.5263425389,2.6393100286,0.1433050134,11.1387759487,0.4792265851,10.8048399174,0.1032236664,4.2695915114,3.7653372077,10.8729775793,3.9823743371,10.9863802253,5.0316805757,0.0736345332,3.826767761,6.2418385547,5.2826908978,0.0030666974,8.4227424544,2.7915740598,4.828759929,12.098873372,0.3129847004,3.0518454371,5.6089656929,5.1488348337,-0.0259348362,5.3641835193,-0.0346086072,4.9634237485,7.8729752743,0.2410505929,0.2859268114,10.5175011698,0.1375442204,7.6909640648,2.3281887681,6.2470816338,0.7093197841,6.2474958574
ACH-000934,MDAMB361,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,"luminal ER+, HER2+",,7.4353119995,0.64479621,7.5083996331,4.7915092544,9.1734193289,3.9572783651,3.8412117173,8.0832812199,3.5608640054,2.1821713685,4.5079412315,2.8766181237,7.6051304535,8.0376181718,8.5828291972,1.2332699168,7.9901611027,7.5087467927,4.2163368518,0.9199143703,10.5380030043,6.1393383756,10.8866289217,4.2643177156,4.3993835424,6.2967162249,9.7430479339,4.2715645323,9.2211631646,4.5008877482,3.8886050889,5.6183843746,5.0426935033,5.3880240189,0.2432465694,7.4315365939,2.4062775256,6.7435556848,9.2104680618,8.3319906515,9.8889161253,5.0623591845,7.0830707385,2.0169066306,3.5157472152,-0.0346086072,4.917440415,8.0633108322,0.1672958603,0.0151792774,6.5365307216,2.0400280675,8.333421193,3.2226850555,4.8081947071,0.0997056023,5.731011137
ACH-000876,MDAMB415,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,"luminal ER+, HER2+",,6.9203007031,0.007315726,7.3945108638,1.7930361528,5.6073476846,5.4054491898,5.6695646563,8.2428881665,-0.0678940591,5.2235671181,5.6499572504,0.1108988767,6.4790042729,6.358746051,7.0705173267,0.6168786283,7.060282764,8.0246288983,3.7818054908,0.3990982095,10.0491698301,2.9749009253,10.6251620353,2.6481764168,3.4874012925,6.8662661473,9.5403639585,2.9265776933,2.6660491626,0.6778870092,3.0106501151,1.2697481634,4.3041605855,4.1268651816,0.2098483576,7.7570959401,1.4883976583,6.4713747394,10.2700848778,6.9265618814,9.5031181701,5.5065624562,6.0164877005,0.0269463328,2.0966379025,-0.0346086072,4.102733263,7.9381861718,4.6248189939,0.0420762506,6.4545337468,0.1978680137,6.7463550462,2.9677495203,4.8473594804,0.683340502,4.116132602
ACH-000573,MDAMB436,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",Basal B TNBC,,4.6389001105,1.0158350417,6.7104675528,3.2690942543,3.8278758493,5.0476683441,6.3195568086,7.4304165556,4.4489210073,2.1939101854,5.4941641943,4.508365973,9.3033739333,6.8964549057,8.6100110748,0.0238438682,1.1070885097,6.5425563491,3.1924044619,0.2900504964,10.897223795,6.8186035915,10.416833154,0.0912106666,3.3711391758,0.212683931,11.1511808487,3.3203686299,9.8848836499,4.1235497599,0.0736345332,8.3847397911,5.8773271727,5.2594893583,0.3987981165,7.0380265184,2.8284482646,5.9596406701,11.4643431327,-0.0844609675,3.357985648,3.2496778763,4.1656035196,3.654662015,6.0164025866,-0.0346086072,4.5132952111,8.7564247069,0.1923108787,0.0151792774,6.6944221748,1.9353453823,6.734417238,1.6134995861,4.6384035374,-0.1444841639,5.4353081678
ACH-000910,MDAMB453,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,HER2+,,2.3166025625,0.007315726,6.8487212372,4.9347525509,7.6678464005,5.6377036566,3.971281286,6.6081074854,0.0003356174,-0.0249059674,3.7723296415,-0.0243846387,0.4608200732,5.077950464,8.5955332799,0.0238438682,7.2871356695,8.1067005166,4.5133543665,0.1433050134,9.4592177619,0.4792265851,10.353432457,-0.061614385,4.1793929305,6.034671859,9.7569580693,2.8302476386,1.3236720788,2.5142015112,-0.0281637234,0.2050670511,5.1315669333,5.7498849548,-0.0234970528,6.9071092142,2.7151228717,6.7544274706,9.6082752454,3.6711127233,8.2224267813,5.2400993754,0.2901394476,3.6928157292,0.5808576502,-0.0346086072,4.5715938561,7.3172204736,0.0351143934,-0.012245121,0.3150160867,0.1251678508,7.2073280218,2.2780407674,5.8499325607,0.3549514122,5.4506130204
ACH-000849,MDAMB468,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,Basal A TNBC,,6.3499884948,0.0509561311,3.7040243182,6.5172131805,4.3839778179,6.5333617355,6.5420454519,8.3768415504,0.1879689461,4.7536782234,6.7168428675,8.9388538604,9.9283309497,6.4159319322,8.37604222,-0.0029912554,7.9128829469,6.9779481685,3.7699458856,-0.0170466397,10.1957259894,1.3632772169,10.5959341246,0.2398692791,-0.0815204291,7.6452153378,10.3767265051,3.8795232817,4.7259022852,0.2012189822,1.0708611463,2.9442999729,6.1642502009,4.1667975131,0.0546663492,7.9322659692,3.1342498207,6.9819456188,9.5205096952,5.2890198715,10.330280422,4.959004655,3.9914965609,0.0007649863,2.5317782883,-0.0346086072,4.3220974188,7.8791131676,5.0591372143,0.0151792774,9.4212916212,0.1000889309,7.3194668309,4.2839690629,5.5333708443,1.2196713371,5.0954772092
ACH-001819,MFM223,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,"luminal ER, PR+",,5.94838516,-0.0110509304,6.1448066527,2.6852453222,5.9193817046,6.3564551975,4.0733009223,8.3936747097,0.5822641185,0.2096131104,5.0953255189,0.3667802919,1.5965293743,7.2042613051,8.8998235409,0.0349317348,10.413716792,7.9492920286,3.5473536149,0.0952987461,10.237632202,0.2958323838,10.3884683618,2.2804651006,3.9945096402,8.3079427668,9.9607391842,4.1168113198,4.1646611263,2.1123098788,1.4997097733,1.4470435172,5.0800984025,7.380938327,0.6998461813,7.5143975825,2.7105294968,6.3996171721,4.9629152536,7.7261397063,14.383156275,5.1956568029,1.4581872751,0.1764731227,0.5373485735,-0.0083056744,4.1772580729,7.3425545354,1.2507233283,0.0965533435,6.8986009075,2.5420790406,7.8085536372,3.5013000669,5.318122992,0.4837706643,5.5416515475
ACH-001376,PACADD135,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,,,9.1420797385,-0.0110509304,2.446796713,1.5782510614,5.806713893,2.5674673903,0.2644581104,7.4076913737,2.8044308461,8.0242700292,3.6524683299,4.0984555059,7.2646386874,5.5255858517,7.4587017849,0.0030895255,8.5827459991,6.6636418068,3.190077538,0.0598266073,10.3039717947,-0.0380120728,9.7045209614,8.0062664683,0.4330171895,8.0886042989,8.8829453068,3.0912818937,1.4729781024,3.0884034638,0.2706139244,3.6325511144,4.1455485926,3.1802692265,0.0499923285,6.1519690213,1.6313758294,5.8034677096,7.7534972623,5.689790943,6.7056158347,5.1316149467,1.1057724413,0.0364293262,0.9858871254,-0.0083056744,2.7981536464,8.7209991077,0.1927842571,0.1254201376,12.6225966889,0.2996940844,8.0354763902,2.0893927104,4.4794774581,1.634398753,3.8508467023
ACH-001378,PACADD159,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,,,6.2078792537,-0.0110509304,4.0511820471,0.1498159416,4.8319418892,5.3647928674,0.2644581104,7.4112932658,4.2097371739,4.9634433127,3.6243532663,3.5777929481,7.2915590453,5.2100994216,8.0113579604,0.0030895255,8.4787869414,5.6341395621,3.1579690152,0.522162031,11.0393093333,-0.0612035851,9.3569297704,3.2876378888,1.4345771358,7.5204425103,10.463053936,3.0015829324,1.5282973024,-0.0824870013,0.067801992,6.9309474544,3.4489441504,2.1411156954,0.5747086221,6.295150417,1.2830836249,5.2890042242,9.8685784734,7.0513067601,5.90204961,6.1669015924,3.7815152601,0.0364293262,4.3718228602,-0.0083056744,4.0736921231,8.9822787813,3.3152471253,0.0371158874,11.9186838099,0.2340848621,7.5168332187,2.5662933129,5.0999740162,0.4837706643,4.0946480301
ACH-001380,PACADD165,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,,,4.5867989532,-0.0110509304,1.4965734951,0.2382685839,4.9521420024,5.849155465,6.1025929726,7.4072905492,0.4716757141,7.340092881,6.5434225315,5.5483047255,9.1381433852,4.4864414931,7.781921017,0.0030895255,4.4710567847,6.6724479878,3.9829605899,0.083590816,10.5672872606,-0.1582266081,10.2789423885,0.1931913537,4.019723341,1.3932171122,10.4262801664,4.650310584,9.5536855148,1.7198584888,0.067801992,5.4215002316,6.5794832983,4.523603986,0.1600948349,6.8383255866,1.840071917,5.6003785947,9.9729562638,5.4874850462,10.1388895777,2.3828282587,5.8390031032,0.0364293262,0.4458214526,-0.0083056744,3.8248448057,7.2016757549,4.5383925364,0.111055472,11.6326804208,1.3390991613,7.5977183041,2.1698053464,5.0444075984,3.557287526,5.5128688905
ACH-001382,PACADD188,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,,,7.8249783974,-0.0110509304,5.6046568878,1.6553414572,5.7668211059,2.6239495703,8.2306773718,8.586404816,4.7665395651,2.9493798257,5.0934704521,4.1489071299,6.070343523,4.5731356645,8.5297945084,0.0030895255,6.9283872186,7.3483942463,3.7418054635,0.2170675088,10.1314199308,-0.1708663078,9.4801759055,5.8125597132,2.0390230173,7.9892041803,11.4371094901,3.9883318562,6.0448817842,0.1095676586,0.067801992,6.747976413,5.0450711351,4.6903818448,0.7216088616,7.2599743678,2.6368604078,6.9133608221,11.1528798844,5.9849559201,6.066054665,4.9113157998,6.4934458988,0.0686097537,4.4002247636,-0.0083056744,4.6615907206,8.5328824458,0.5173080801,0.0371158874,12.8088601941,0.1225763887,7.3374581804,3.3613346154,5.4592468711,0.4496225047,6.6701045868
ACH-000887,SF172,CNS/Brain,Diffuse Glioma,Glioblastoma,,,6.1171666832,0.007315726,0.8930487817,1.2790660342,4.5318218814,5.2747852306,0.969431298,7.0901575366,0.8719301662,5.8167840582,5.1858828289,5.1523589196,8.3802887618,3.7896743022,8.4902669931,-0.0029912554,7.606397363,7.2410567755,3.3637979414,0.0326379172,10.3148163837,0.4792265851,9.8424638517,0.0421001581,3.6530330078,6.6461989184,11.0153879127,3.3976868989,3.7205897262,0.4806637327,0.2131130656,6.3991612909,5.1988807026,5.1931560139,3.7239309419,6.7168985229,2.8361021802,6.9135691409,10.5258278152,6.0049688099,7.2512357184,5.7696479375,1.1107234762,-0.0259348362,3.8171315452,0.1970649633,4.1820618575,7.864957651,0.0489029091,0.0151792774,4.3678811252,0.0220989489,8.7258702182,3.7498027134,5.2377612039,0.0091239823,5.9752895587
ACH-000655,SF268,CNS/Brain,Diffuse Glioma,Astrocytoma,,,4.4573075101,0.1877569684,7.9990482808,0.2243740715,5.0773045121,7.2459124759,0.0932410094,8.288240162,3.5906501597,2.8056156175,5.0076929329,5.0394367147,9.1307178627,6.2309482204,9.5263378222,0.5554706711,0.4135179664,8.1525074849,3.5614554503,-0.0003261245,11.6513104897,4.5124665318,11.3802549532,-0.061614385,4.8804250921,1.0566775299,11.6318854076,3.5788809473,11.6600391334,5.1974986392,0.1682195768,7.5393970434,9.1049657394,4.440852604,0.079740454,9.3787741535,1.2611658542,6.1259765417,12.5682604608,0.8856610237,5.2966851835,5.4094983099,4.4936270971,-0.0125188352,5.3754900439,-0.0346086072,4.1402129632,8.3190478231,0.1546203345,0.2053267627,2.6711388973,-0.004872828,8.748556348,7.3378573168,5.2870602625,0.8569037731,5.609874947
ACH-000273,SF539,CNS/Brain,Diffuse Glioma,Gliosarcoma,,,6.488587584,0.007315726,8.1659080884,3.3155522939,4.5665156281,4.0021817452,7.4842309183,8.3899027656,0.3439364272,0.5165729003,5.7166127443,3.8951201573,8.0142906232,6.3461313586,8.9988254634,0.94307167,0.7694121175,7.8587383929,3.889059711,0.1279221578,10.360115354,8.1501357398,9.8829900223,-0.0218153272,4.5119233348,0.3872507551,10.6526200735,3.7153839053,11.3493180259,5.50928284,0.7058900508,6.0663008009,4.8975617078,4.8458752687,0.8860344641,8.1568092087,2.4508117444,7.3531054226,12.116281739,0.0112819084,6.950895151,3.7117429501,3.8488704504,0.0269463328,6.9147234741,-0.0346086072,0.2346577385,8.465876878,0.089479236,0.2053267627,8.6618317912,1.8147829353,6.4801721855,4.7511412177,5.0918590806,0.8647164569,6.7445343702
ACH-000017,SKBR3,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,HER2+,,5.8664997659,0.007315726,7.6437561388,4.5505268767,10.2845290686,4.8820659719,4.4232360911,7.5339625606,-0.0130610525,1.5774641432,6.7520457906,4.1568473227,1.8949807003,7.5490816741,8.0958880681,-0.0029912554,6.5715696259,6.8217030774,2.7832142768,-0.0339302845,9.6957403449,0.9240013389,9.8661405476,0.0668708204,2.6654140834,7.3108992045,7.5857463128,2.5720202121,2.2189393563,1.3373041225,0.2565463418,0.9896414109,4.6722922449,4.0298589764,0.4182394068,6.4987120461,1.7491012222,5.7405267166,7.8947860704,-0.0238776712,8.9906300711,4.2316410171,7.82030547,-0.0125188352,0.9581584175,-0.0346086072,3.3316672537,8.4917407198,1.2561660649,0.0015342959,10.6079395979,-0.0603928847,7.6125865129,2.5802623113,4.687443276,-0.1592095275,5.0673172788
ACH-000504,SNB75,CNS/Brain,Diffuse Glioma,Glioblastoma,,,8.5329046369,0.4503880086,7.9306348361,3.3751512944,5.2103950315,6.1906968068,7.179015429,9.0813214752,0.3649342534,1.2430521918,6.1019177453,3.3439450049,8.8540801257,6.5888015767,9.6420580066,-0.0029912554,0.1791045289,8.2433692184,4.0060890331,0.1433050134,10.8187072533,9.2280565103,10.6931540209,-0.0087965739,5.1752488116,0.5586880785,11.4647079136,4.2423603018,11.9321349852,3.3578419585,0.1682195768,7.0247173388,6.0635384349,4.4084035031,0.1985282436,9.28045993,2.6985426326,6.8509595302,13.5802717896,0.1438940699,6.7110185997,5.5499767702,4.3756340915,0.0398487946,6.7589991694,-0.0346086072,5.3364622978,8.1108162906,0.1289230513,0.2053267627,5.0317337775,4.9411579299,7.2420506798,9.1799146342,5.3340646801,0.2554090809,6.3588715312
ACH-001662,SNU2372,Breast,Invasive Breast Carcinoma,"Breast Invasive Cancer, NOS",TNBC,,4.211399948,0.0703791383,3.0035167533,2.7950230943,5.674928713,4.6989563539,5.3655576168,6.3355495174,0.2200597841,0.6464212606,3.6028646803,2.3898662833,7.3130212911,5.8468506504,5.5674741618,0.0030895255,5.9168585049,4.5862651096,2.7031226338,0.2275483905,8.4207800598,3.4819345709,7.2537124838,0.1781286556,0.6334354831,5.276359194,5.3230745652,2.3112786675,5.2638236803,-0.067902305,0.1644953217,2.8981124097,2.451534446,2.0301962801,0.082210191,4.903891526,0.729200989,4.2124371237,9.9684105143,3.5522499466,8.9302878095,1.6619430849,1.8445958839,0.1913139427,1.1307924739,0.0010127211,3.781525752,7.5474158906,0.5884798064,0.0371158874,3.3488802322,0.7491176818,4.5397497543,6.0870439334,3.873608708,1.0029606651,3.3463006545
ACH-000933,SNU324,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,,,3.2656718333,0.007315726,1.6399646307,1.2530700558,3.9291980417,4.5792828369,6.3286560917,6.868631472,0.2568335451,4.8352480327,5.2298055095,5.6324036934,6.2450787477,2.9302282644,8.2634414446,-0.0029912554,6.6368103191,7.2420845341,3.8387729602,0.0809357458,9.7203921627,0.5408870737,9.6667184351,3.1941109838,4.2954672941,8.1129578247,9.9447846177,3.8453445219,2.1145888099,2.164123569,-0.0150064196,4.2392938378,5.4249641172,5.1458692011,-0.0234970528,7.3312719104,2.2228123971,7.7828895072,4.9769950365,5.8880100927,2.5438801585,6.0377429602,7.3498855672,-0.0259348362,0.982383096,-0.0346086072,4.8124187428,7.9102052686,0.1672958603,-0.012245121,3.9328579815,2.4032466763,5.9452650742,1.6050254224,4.6773774005,2.4788148204,5.7481640103
ACH-000370,SNU626,CNS/Brain,Diffuse Glioma,Glioblastoma,,,6.4159690361,0.1746333897,6.8537277651,2.6696969943,5.7471417148,6.0545777944,7.5942631176,7.8786557128,-0.0265800682,3.8318914247,6.6995100645,4.9531793294,7.6720958258,7.6833747785,8.5769168449,-0.0029912554,0.4792077997,7.0198470727,5.0103629653,0.4639207638,10.5399898632,2.7166477466,9.8835938874,0.0421001581,4.6915418601,1.9981825146,10.4548644167,4.0889928324,9.6738631736,0.1218875217,0.267187478,6.5402308215,5.542548638,3.9389802693,0.0161538797,6.7114648224,2.3886118912,5.7867917966,10.2472360925,5.8383014523,8.628721859,4.2147688724,7.2035293173,0.0139192075,3.9366385259,0.1970649633,3.8624238735,8.2328883431,0.8299792246,-0.012245121,3.7639526205,6.1817985873,7.4526471167,8.5090139412,4.5240286779,0.1370074673,5.1685095647
ACH-000807,SNU738,CNS/Brain,Diffuse Glioma,Oligodendroglioma,,,5.6611450724,0.007315726,7.0089188852,0.5223284468,4.6627466362,2.9251879391,0.0462092547,7.7585599078,0.1157437964,4.9544911606,6.5075738708,5.2247375822,8.3429043751,5.8096773504,9.5251014694,-0.0029912554,0.3130727869,8.2194063022,3.8283167097,-0.0003261245,11.5347655483,3.9471489859,10.6388263163,0.0668708204,4.6949563772,0.1529324507,11.1329023179,3.2946471049,9.9273043114,0.8754073618,0.0237051468,7.8166070622,6.4919880144,5.1788886942,0.0161538797,7.9582784946,0.8936178897,6.312412086,11.9607376973,0.4810323879,3.8254223143,6.7629567047,0.6196345919,0.0778315029,1.6351140124,0.1399928394,4.3582038851,8.3031882036,0.0489029091,0.0015342959,8.0882522925,-0.0185519923,7.2352024282,4.9768461543,4.0291286498,1.7056046886,5.6651084196
ACH-001389,SUM1315MO2,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,TNBC,,5.2943751075,-0.0110509304,4.0670730612,4.066847259,4.108401432,5.9522292646,0.2183052068,7.9779018475,1.4020448734,1.044614026,5.9407837938,4.7527159642,8.845858634,6.1023446324,9.3329102254,0.0030895255,1.1097951263,7.7634860073,3.6873797143,0.6824068223,10.2062707218,4.9145164834,9.565716861,0.1781286556,5.526778081,0.7410103869,10.6934417609,4.8197890999,11.2053427794,6.0060482461,0.067801992,3.4998482686,5.4791407284,6.0460158217,0.082210191,7.5566894631,3.8419557899,6.2521334189,11.6274043832,0.9032125156,2.0175220627,7.1060792524,3.4679848328,1.1216911152,1.8788751971,0.0102393084,5.0528559165,7.940755377,-0.0005362732,0.0521952245,10.213342664,0.2474442284,7.1540788789,4.7834157225,5.5007588499,0.3159915822,5.9039319294
ACH-001390,SUM149PT,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,Basal B TNBC,,3.3627724729,0.007315726,0.4631627432,1.9968909255,2.7098914097,5.5069110322,-0.1323524353,4.2007393495,0.0527418661,0.9860770116,2.2658981641,4.6417532806,8.2157193979,3.8913979787,7.0036816347,-0.0029912554,7.7235907617,6.404362415,1.460136484,-0.0681999165,9.5718564762,2.9823111076,8.9123289746,-0.1025784572,2.9978922198,7.0059230448,7.6413685902,1.6033576595,7.1029493705,3.6032493734,0.0736345332,4.8398597639,3.7856498061,5.131548521,1.6608183788,3.8636377755,1.4146732533,4.7641648915,8.7751096128,4.4387829509,5.0188691598,6.8439291571,4.7471054874,-0.0259348362,0.8744738317,-0.0346086072,1.2359580314,7.1364513338,0.0351143934,-0.012245121,5.6114931648,-0.0746165022,4.4094954144,2.4947948661,2.2371420434,-0.0588731153,4.3102873288
